Lake,Date,Temp_C,Wind_ms,Salinity_ppt
K,21-05-2010,13.8,4.06,0
K,21-07-1997,24,4.06,0
K,21-09-2006,15.6,4.06,0
K,22-05-1997,8.5,4.06,0
K,22-05-2001,,4.06,0
K,22-05-2009,6.2,4.06,0
K,22-06-1999,19,4.06,0
K,22-06-2005,20.1,4.06,0
K,22-07-1998,19,4.06,0
K,22-10-2007,10.7,4.06,0
K,23-05-2003,12.3,4.06,0
K,23-05-2008,8.8,4.06,0
K,23-05-2014,8.7,4.06,0
K,23-06-2003,19,4.06,0
K,23-08-1996,19,4.06,0
K,23-08-1999,21,4.06,0
K,23-08-2002,19.3,4.06,0
K,23-08-2006,20.7,4.06,0
K,23-08-2007,18,4.06,0
K,23-08-2013,21.2,4.06,0
K,24-01-2007,0.2,4.06,0
K,24-05-1999,12,4.06,0
K,24-05-2002,8,4.06,0
K,24-06-1994,20,4.06,0
K,24-07-1995,21,4.06,0
K,24-07-2002,23,4.06,0
K,24-08-2012,21.7,4.06,0
K,24-09-2007,14.6,4.06,0
K,25-06-2002,20,4.06,0
K,25-06-2004,13.5,4.06,0
K,25-07-1999,20,4.06,0
K,25-08-2003,21.4,4.06,0
K,25-08-2004,16.3999996185,4.06,0
K,26-05-2005,9.5,4.06,0
K,26-07-1994,20,4.06,0
K,26-07-1996,21,4.06,0
K,26-07-2000,23,4.06,0
K,26-07-2006,23.6,4.06,0
K,26-07-2013,20.1,4.06,0
K,26-08-2001,20.5,4.06,0
K,26-08-2011,20.8,4.06,0
K,27-07-2007,24.4,4.06,0
K,27-07-2012,22.9,4.06,0
K,27-08-2010,19.5,4.06,0
K,28-06-1996,15,4.06,0
K,28-06-2000,16.5,4.06,0
K,28-06-2001,17.5,4.06,0
K,28-06-2006,21,4.06,0
K,28-06-2013,19.3,4.06,0
K,28-08-1995,17.5,4.06,0
K,28-08-2009,18.7,4.06,0
K,29-05-2000,13,4.06,0
K,29-06-2007,16.6,4.06,0
K,29-06-2012,18.3,4.06,0
K,29-07-2011,21.8,4.06,0
K,29-08-1997,,4.06,0
K,29-08-2000,18.5,4.06,0
K,29-08-2008,18.9,4.06,0
K,30-06-1995,18,4.06,0
K,30-06-2011,19,4.06,0
K,30-07-2010,22.3,4.06,0
K,31-05-1995,15,4.06,0
K,31-05-1996,11,4.06,0
K,31-07-2001,20.8,4.06,0
K,31-07-2009,18.6,4.06,0
K,31-10-2008,7.8,4.06,0
L,01-07-2008,18.2,4.06,0
L,02-07-2003,19.6,4.06,0
L,02-08-1997,21,4.06,0
L,02-08-2000,21.5,4.06,0
L,02-08-2013,19.6,4.06,0
L,02-09-2011,19.4,4.06,0
L,03-06-1996,11.5,4.06,0
L,03-08-2007,22.3,4.06,0
L,03-08-2012,22.3,4.06,0
L,03-09-2010,18,4.06,0
L,04-06-1997,21.5,4.06,0
L,04-07-1995,17,4.06,0
L,04-07-1997,,4.06,0
L,04-08-2006,21.2,4.06,0
L,04-09-2009,19,4.06,0
L,05-06-1995,16.5,4.06,0
L,05-07-2000,19,4.06,0
L,05-07-2004,16.2999992371,4.06,0
L,05-07-2013,21.3,4.06,0
L,05-08-2011,22.1,4.06,0
L,05-09-2008,17.7,4.06,0
L,06-05-1999,8,4.06,0
L,06-07-2012,19.8,4.06,0
L,06-08-2010,21.3,4.06,0
L,07-06-1999,14.5,4.06,0
L,07-06-2000,15.5,4.06,0
L,07-06-2004,12.5,4.06,0
L,07-06-2013,12.4,4.06,0
L,07-07-2006,18.8,4.06,0
L,07-08-2001,22,4.06,0
L,07-08-2009,18.9,4.06,0
L,08-05-1996,2,4.06,0
L,08-06-2007,13.1,4.06,0
L,08-06-2012,14.7,4.06,0
L,08-07-1999,17,4.06,0
L,08-07-2005,19.5,4.06,0
L,08-07-2011,21.5,4.06,0
L,08-08-1996,19.5,4.06,0
L,08-08-2003,21.9,4.06,0
L,08-08-2005,20.8,4.06,0
L,08-08-2008,21.3,4.06,0
L,08-08-2014,21.6,4.06,0
L,09-05-2000,12,4.06,0
L,09-07-1996,18.5,4.06,0
L,09-07-2010,19.7,4.06,0
L,10-05-2004,6.8000001907,4.06,0
L,10-06-2005,13.1,4.06,0
L,10-06-2011,14.9,4.06,0
L,10-07-1998,19,4.06,0
L,10-07-2001,21,4.06,0
L,10-07-2007,19.4,4.06,0
L,10-07-2009,17.4,4.06,0
L,11-05-2007,8.7,4.06,0
L,11-05-2012,8,4.06,0
L,11-06-2010,12.5,4.06,0
L,11-07-1994,,4.06,0
L,11-07-2003,18.7,4.06,0
L,11-07-2008,18.8,4.06,0
L,11-07-2014,18.3,4.06,0
L,11-08-1999,20,4.06,0
L,12-05-1995,,4.06,0
L,12-05-1998,7.8,4.06,0
L,12-05-2006,8,4.06,0
L,12-06-2001,15.8,4.06,0
L,12-06-2002,10.5,4.06,0
L,12-06-2006,14.2,4.06,0
L,12-06-2009,14.8,4.06,0
L,12-07-2002,20,4.06,0
L,12-08-1997,20,4.06,0
L,12-08-1998,24,4.06,0
L,13-05-2011,5.9,4.06,0
L,13-06-2008,12.6,4.06,0
L,13-06-2014,13.9,4.06,0
L,14-05-2001,12.5,4.06,0
L,14-05-2010,9.9,4.06,0
L,14-08-2002,18.5,4.06,0
L,15-05-2009,4.1,4.06,0
L,16-05-1997,7,4.06,0
L,16-05-2005,6.8,4.06,0
L,16-05-2008,6.6,4.06,0
L,16-05-2014,4.3,4.06,0
L,16-06-1997,18,4.06,0
L,16-08-2013,20.1,4.06,0
L,17-05-2002,6,4.06,0
L,17-06-2003,19.6,4.06,0
L,17-07-1997,22,4.06,0
L,17-08-2007,20.1,4.06,0
L,17-08-2012,21,4.06,0
L,18-06-1998,14,4.06,0
L,18-07-1995,22,4.06,0
L,18-08-2006,20.2,4.06,0
L,19-06-1995,20,4.06,0
L,19-07-2004,22.7999992371,4.06,0
L,19-07-2013,20.3,4.06,0
L,19-08-2004,18.2000007629,4.06,0
L,19-08-2005,18.4,4.06,0
L,19-08-2011,20.4,4.06,0
L,20-05-1999,10,4.06,0
L,20-05-2003,9.3,4.06,0
L,20-07-2000,18.5,4.06,0
L,20-07-2007,21.4,4.06,0
L,20-07-2012,22.2,4.06,0
L,20-08-1996,19.5,4.06,0
L,20-08-2001,21.1,4.06,0
L,20-08-2010,19.8,4.06,0
L,21-06-1999,18.5,4.06,0
L,21-06-2001,17.3,4.06,0
L,21-06-2004,13.3999996185,4.06,0
L,21-06-2013,15,4.06,0
L,21-07-1999,21,4.06,0
L,21-07-2005,20.2,4.06,0
L,21-07-2006,21.8,4.06,0
L,21-08-2000,20,4.06,0
L,21-08-2009,17.9,4.06,0
L,22-06-2007,16.9,4.06,0
L,22-06-2012,16,4.06,0
L,22-07-1996,20,4.06,0
L,22-07-2011,20.6,4.06,0
L,22-08-1995,19,4.06,0
L,22-08-2003,21.8,4.06,0
L,22-08-2014,21,4.06,0
L,23-05-1996,7,4.06,0
L,23-06-2000,15,4.06,0
L,23-06-2006,17.3,4.06,0
L,23-07-2010,21.8,4.06,0
L,24-06-2005,17.1,4.06,0
L,24-06-2011,17.2,4.06,0
L,24-07-2009,19.2,4.06,0
L,25-05-1995,11,4.06,0
L,25-05-2000,14,4.06,0
L,25-05-2004,8.1999998093,4.06,0
L,25-05-2007,10.4,4.06,0
L,25-05-2012,10.7,4.06,0
L,25-06-1996,15,4.06,0
L,25-06-2010,18.4,4.06,0
L,25-07-2002,23,4.06,0
L,25-07-2008,20.3,4.06,0
L,25-07-2014,20.1,4.06,0
L,26-05-2006,12.5,4.06,0
L,26-06-1994,21,4.06,0
L,26-06-1998,15.5,4.06,0
L,26-06-2009,17.1,4.06,0
L,26-07-2001,20,4.06,0
L,26-08-2002,19.3,4.06,0
L,26-08-2008,19.9,4.06,0
L,27-05-1998,15.5,4.06,0
L,27-05-2011,11.8,4.06,0
L,27-06-2014,15.7,4.06,0
L,27-07-1998,20.5,4.06,0
L,27-08-1997,13,4.06,0
L,27-08-1999,20.5,4.06,0
L,28-05-2010,9.7,4.06,0
L,28-06-2002,20,4.06,0
L,28-07-2003,21.9,4.06,0
L,28-08-1994,,4.06,0
L,29-05-2009,8.3,4.06,0
L,29-07-1994,20,4.06,0
L,30-05-2001,12.5,4.06,0
L,30-05-2003,13,4.06,0
L,30-05-2005,10.6,4.06,0
L,30-05-2008,12.7,4.06,0
L,30-05-2014,10.1,4.06,0
L,30-07-2004,18.8999996185,4.06,0
L,30-08-1998,22,4.06,0
L,30-08-2013,21.2,4.06,0
L,31-05-2002,11.5,4.06,0
L,31-07-1995,18.5,4.06,0
L,31-08-2006,19.6,4.06,0
L,31-08-2007,17.9,4.06,0
L,31-08-2012,19.6,4.06,0
M,16-08-1994,,4.06,0
M,22-07-2005,21.8,4.06,0
M,31-05-2006,14.5,4.06,0
P,01-09-2004,16.6000003815,4.06,0
P,01-09-2009,19.3,4.06,0
P,02-08-2005,22.4,4.06,0
P,02-08-2006,21.4,4.06,0
P,02-11-2006,3.5,4.06,0
P,03-07-2013,23.3,4.06,0
P,03-08-2011,22.4,4.06,0
P,03-09-2008,18,4.06,0
P,04-06-2013,15.7,4.06,0
P,04-07-2012,21,4.06,0
P,04-08-2010,21.9,4.06,0
P,05-06-2012,14.3,4.06,0
P,05-07-2006,22,4.06,0
P,05-07-2011,22.8,4.06,0
P,05-08-2009,19.2,4.06,0
P,05-10-2006,13.6,4.06,0
P,06-06-2007,16.4,4.06,0
P,06-07-2007,22.7,4.06,0
P,06-07-2010,20.7,4.06,0
P,06-08-2004,20.7999992371,4.06,0
P,06-08-2008,21.7,4.06,0
P,06-08-2014,23.7,4.06,0
P,07-06-2006,18.1,4.06,0
P,07-06-2011,14.1,4.06,0
P,07-07-2005,21.4,4.06,0
P,07-07-2009,19.5,4.06,0
P,07-09-2010,16.9,4.06,0
P,07-11-2007,5.5,4.06,0
P,08-05-2007,11.2,4.06,0
P,08-05-2012,8.9,4.06,0
P,08-06-2005,13.5,4.06,0
P,08-06-2010,15.1,4.06,0
P,08-07-2004,18.6000003815,4.06,0
P,08-07-2008,20.4,4.06,0
P,08-07-2014,20.2,4.06,0
P,08-09-2011,19.8,4.06,0
P,09-05-2005,8.3,4.06,0
P,09-05-2006,10.3,4.06,0
P,09-06-2004,13.6999998093,4.06,0
P,09-06-2009,12.4,4.06,0
P,10-05-2011,9.4,4.06,0
P,10-06-2008,14.7,4.06,0
P,10-10-2007,11.1,4.06,0
P,10-11-2006,1.4,4.06,0
P,11-05-2010,7.8,4.06,0
P,12-05-2009,9.6,4.06,0
P,13-05-2004,7.8000001907,4.06,0
P,13-05-2008,8,4.06,0
P,13-05-2014,6.9,4.06,0
P,13-08-2013,19.8,4.06,0
P,13-09-2005,16.8,4.06,0
P,13-10-2006,9.6,4.06,0
P,14-08-2007,20.9,4.06,0
P,14-08-2012,21.9,4.06,0
P,14-09-2006,18.5,4.06,0
P,14-09-2007,15.4,4.06,0
P,16-07-2013,21.4,4.06,0
P,16-08-2005,19,4.06,0
P,16-08-2006,21.1,4.06,0
P,16-08-2011,21.9,4.06,0
P,17-07-2007,23,4.06,0
P,17-07-2012,22.1,4.06,0
P,17-08-2010,19.9,4.06,0
P,17-09-2004,15.5,4.06,0
P,17-09-2008,16.3,4.06,0
P,18-06-2013,17.5,4.06,0
P,18-07-2006,22.5,4.06,0
P,18-08-2009,18.8,4.06,0
P,19-06-2007,17.4,4.06,0
P,19-06-2012,16.3,4.06,0
P,19-07-2005,21,4.06,0
P,19-07-2011,25.3,4.06,0
P,19-08-1994,,4.06,0
P,19-08-2008,22.4,4.06,0
P,19-08-2014,22.8,4.06,0
P,20-07-2010,21.1,4.06,0
P,20-08-2004,18.5,4.06,0
P,21-06-2005,19.1,4.06,0
P,21-06-2006,17.2,4.06,0
P,21-06-2011,17.4,4.06,0
P,21-07-2009,19.1,4.06,0
P,21-08-2007,19.6,4.06,0
P,22-05-2013,15.1,4.06,0
P,22-06-2010,18.6,4.06,0
P,22-07-2004,21.6000003815,4.06,0
P,22-07-2008,21.5,4.06,0
P,22-07-2014,21,4.06,0
P,22-09-2011,15.8,4.06,0
P,22-10-2007,9.8,4.06,0
P,23-05-2007,12.4,4.06,0
P,23-05-2012,13.5,4.06,0
P,23-06-2009,17.8,4.06,0
P,24-05-2006,16.6,4.06,0
P,24-06-2004,14.6000003815,4.06,0
P,24-06-2008,19.5,4.06,0
P,24-06-2014,16.5,4.06,0
P,24-09-2007,14.2,4.06,0
P,25-05-2005,11.7,4.06,0
P,25-05-2011,15.3,4.06,0
P,26-05-2009,11.2,4.06,0
P,26-05-2010,11.8,4.06,0
P,26-07-2006,23.6,4.06,0
P,26-09-2005,14.6,4.06,0
P,26-10-2006,5.4,4.06,0
P,27-05-2008,11.6,4.06,0
P,27-05-2014,15.2,4.06,0
P,27-08-2013,22.6,4.06,0
P,28-05-2004,10,4.06,0
P,28-08-2012,,4.06,0
P,28-09-2006,14,4.06,0
P,28-09-2010,13.3,4.06,0
P,30-07-2013,20,4.06,0
P,30-08-2005,18.7,4.06,0
P,30-08-2006,20.1,4.06,0
P,30-08-2011,21,4.06,0
P,31-07-2007,25,4.06,0
P,31-07-2012,23.8,4.06,0
P,31-08-2000,19.5,4.06,0
P,31-08-2010,18.1,4.06,0
P,31-10-2008,6.6,4.06,0
R,07-07-2005,20.7,4.06,0
R,23-08-1994,,4.06,0
WC,01-05-2006,13.1,4.06,0
WC,01-05-2007,11.7,4.06,0
WC,01-05-2012,9.6,4.06,0
WC,01-06-2009,15.5,4.06,0
WC,02-05-2005,7.1,4.06,0
WC,02-05-2011,6.1,4.06,0
WC,02-06-2008,16.3,4.06,0
WC,02-06-2014,16.7,4.06,0
WC,03-05-2010,8.8,4.06,0
WC,04-05-2004,10.6999998093,4.06,0
WC,04-05-2009,9.3,4.06,0
WC,05-05-2008,9.2,4.06,0
WC,05-05-2014,8.7,4.06,0
WC,05-08-2005,21.4,4.06,0
WC,06-08-2013,20.7,4.06,0
WC,07-08-2007,21.8,4.06,0
WC,07-08-2012,23.2,4.06,0
WC,07-09-2011,19.3,4.06,0
WC,08-07-2013,23.3,4.06,0
WC,08-08-2006,20.9,4.06,0
WC,08-08-2011,21.7,4.06,0
WC,09-06-2006,17.2,4.06,0
WC,09-07-2007,22.4,4.06,0
WC,09-07-2012,23.6,4.06,0
WC,09-08-2004,18.7000007629,4.06,0
WC,09-08-2010,22.1,4.06,0
WC,10-06-2013,17,4.06,0
WC,10-07-2006,23,4.06,0
WC,10-08-2009,20,4.06,0
WC,11-06-2007,18.3,4.06,0
WC,11-06-2012,16.7,4.06,0
WC,11-07-2005,23.2,4.06,0
WC,11-07-2011,21.9,4.06,0
WC,11-08-2008,21.6,4.06,0
WC,11-08-2014,22.3,4.06,0
WC,12-07-2004,19.6000003815,4.06,0
WC,12-07-2010,21.8,4.06,0
WC,13-05-2013,13.1,4.06,0
WC,13-06-2005,18.7,4.06,0
WC,13-06-2011,18.1,4.06,0
WC,13-07-2009,19,4.06,0
WC,14-05-2007,14.5,4.06,0
WC,14-05-2012,13.6,4.06,0
WC,14-06-2004,14,4.06,0
WC,14-06-2010,16.9,4.06,0
WC,14-07-2008,19.6,4.06,0
WC,14-07-2014,21.5,4.06,0
WC,15-05-2006,13.2,4.06,0
WC,15-06-2009,18.6,4.06,0
WC,16-05-2005,10.3,4.06,0
WC,16-05-2011,12.8,4.06,0
WC,16-06-2008,15.5,4.06,0
WC,16-06-2014,16.2,4.06,0
WC,17-05-2010,15.5,4.06,0
WC,18-05-2004,12.3999996185,4.06,0
WC,19-05-2009,10.1,4.06,0
WC,19-08-2013,22.4,4.06,0
WC,20-05-2008,13.3,4.06,0
WC,20-05-2014,12,4.06,0
WC,20-08-2007,18.7,4.06,0
WC,20-08-2012,21,4.06,0
WC,20-09-2011,14.7,4.06,0
WC,21-08-2006,20.1,4.06,0
WC,22-07-2013,21.1,4.06,0
WC,22-08-2011,21,4.06,0
WC,23-07-2007,25,4.06,0
WC,23-07-2012,24.1,4.06,0
WC,23-08-2010,19.4,4.06,0
WC,24-06-2013,19.7,4.06,0
WC,24-08-2009,18.8,4.06,0
WC,25-06-2007,20.6,4.06,0
WC,25-06-2012,19.5,4.06,0
WC,25-07-2006,24,4.06,0
WC,25-07-2011,22.6,4.06,0
WC,25-08-2008,19.7,4.06,0
WC,26-06-2006,21,4.06,0
WC,26-07-2005,20.6,4.06,0
WC,26-07-2010,22.4,4.06,0
WC,27-05-2005,12.6,4.06,0
WC,27-05-2013,15.7,4.06,0
WC,27-06-2005,19.5,4.06,0
WC,27-06-2011,20.2,4.06,0
WC,27-07-2004,21.5,4.06,0
WC,27-07-2009,19.1,4.06,0
WC,28-05-2007,15.3,4.06,0
WC,28-05-2012,12.4,4.06,0
WC,28-06-2004,19.2000007629,4.06,0
WC,28-06-2010,21.1,4.06,0
WC,28-07-2008,22.5,4.06,0
WC,28-07-2014,21.5,4.06,0
WC,29-05-2006,15,4.06,0
WC,29-06-2009,20.5,4.06,0
WC,30-05-2011,13.4,4.06,0
WC,30-06-2008,20.5,4.06,0
WC,30-06-2014,18.2,4.06,0
WC,31-05-2004,12,4.06,0
WC,31-05-2010,11.6,4.06,0
WW,01-05-2000,12.5,4.06,0
WW,01-05-2006,13.1,4.06,0
WW,01-05-2007,11.8,4.06,0
WW,01-05-2012,9.1,4.06,0
WW,01-06-2009,15.6,4.06,0
WW,01-08-2001,21.1,4.06,0
WW,02-05-1999,16,4.06,0
WW,02-05-2001,12,4.06,0
WW,02-05-2005,7,4.06,0
WW,02-05-2011,5.8,4.06,0
WW,02-06-2000,15,4.06,0
WW,02-06-2003,18.4,4.06,0
WW,02-06-2008,16.6,4.06,0
WW,02-06-2014,16.7,4.06,0
WW,02-07-2002,22,4.06,0
WW,02-08-1999,24,4.06,0
WW,03-05-2002,6,4.06,0
WW,03-05-2010,8.8,4.06,0
WW,03-06-1998,12.5,4.06,0
WW,03-06-2002,16.8,4.06,0
WW,03-07-1998,19.5,4.06,0
WW,04-05-1996,9,4.06,0
WW,04-05-1998,10,4.06,0
WW,04-05-2004,10.1000003815,4.06,0
WW,04-05-2009,9.2,4.06,0
WW,04-06-1996,15.5,4.06,0
WW,04-07-2000,21,4.06,0
WW,05-05-2008,9.3,4.06,0
WW,05-05-2014,8.7,4.06,0
WW,05-08-1998,23.5,4.06,0
WW,05-08-2005,21.7,4.06,0
WW,06-05-2003,14.2,4.06,0
WW,06-08-1997,24.5,4.06,0
WW,06-08-2002,17.5,4.06,0
WW,06-08-2013,20.5,4.06,0
WW,06-09-1997,,4.06,0
WW,07-07-1999,20,4.06,0
WW,07-08-2007,21.8,4.06,0
WW,07-08-2012,23.2,4.06,0
WW,07-09-2011,19,4.06,0
WW,08-07-1996,20,4.06,0
WW,08-07-2013,23.5,4.06,0
WW,08-08-2006,20.8,4.06,0
WW,08-08-2011,21.7,4.06,0
WW,09-06-2006,17,4.06,0
WW,09-07-1997,21,4.06,0
WW,09-07-2007,22.3,4.06,0
WW,09-07-2012,23.8,4.06,0
WW,09-08-2004,18.5,4.06,0
WW,09-08-2010,22.8,4.06,0
WW,10-06-2013,17.5,4.06,0
WW,10-07-2006,22.8,4.06,0
WW,10-08-2009,20.1,4.06,0
WW,11-05-2001,10.8,4.06,0
WW,11-06-1997,22.5,4.06,0
WW,11-06-2001,18.1,4.06,0
WW,11-06-2007,17.9,4.06,0
WW,11-06-2012,16.6,4.06,0
WW,11-07-2001,20.5,4.06,0
WW,11-07-2005,23.4,4.06,0
WW,11-07-2011,21.8,4.06,0
WW,11-08-2003,23.3,4.06,0
WW,11-08-2008,21.3,4.06,0
WW,11-08-2014,22.2,4.06,0
WW,12-05-1997,12.5,4.06,0
WW,12-07-2004,21.3999996185,4.06,0
WW,12-07-2010,21.8,4.06,0
WW,13-05-1999,10,4.06,0
WW,13-05-2013,13.7,4.06,0
WW,13-06-2005,18.9,4.06,0
WW,13-06-2011,18.3,4.06,0
WW,13-07-2009,18.9,4.06,0
WW,14-05-2007,14.3,4.06,0
WW,14-05-2012,14.6,4.06,0
WW,14-06-1996,21,4.06,0
WW,14-06-2004,13.8999996185,4.06,0
WW,14-06-2010,17.5,4.06,0
WW,14-07-2003,23.4,4.06,0
WW,14-07-2008,19.7,4.06,0
WW,14-07-2014,21.8,4.06,0
WW,15-05-2006,13.3,4.06,0
WW,15-06-1999,19,4.06,0
WW,15-06-2009,18.3,4.06,0
WW,15-08-2000,20,4.06,0
WW,16-05-2000,11,4.06,0
WW,16-05-2003,15.5,4.06,0
WW,16-05-2005,10.3,4.06,0
WW,16-05-2011,12.6,4.06,0
WW,16-06-2008,16,4.06,0
WW,16-06-2014,16.3,4.06,0
WW,16-08-1996,22,4.06,0
WW,16-08-1999,20.5,4.06,0
WW,16-08-2001,21.1,4.06,0
WW,17-05-2002,12.5,4.06,0
WW,17-05-2010,14.9,4.06,0
WW,17-06-2002,18,4.06,0
WW,17-07-2000,21,4.06,0
WW,18-05-2004,13.1000003815,4.06,0
WW,18-06-1998,14.5,4.06,0
WW,19-05-2009,10,4.06,0
WW,19-06-2000,15.5,4.06,0
WW,19-07-2001,24.8,4.06,0
WW,19-08-2002,17.5,4.06,0
WW,19-08-2013,22.6,4.06,0
WW,20-05-1998,15.1,4.06,0
WW,20-05-2008,13.4,4.06,0
WW,20-05-2014,11.9,4.06,0
WW,20-06-2003,21.3,4.06,0
WW,20-07-1998,21.5,4.06,0
WW,20-07-1999,24.5,4.06,0
WW,20-08-2007,18.7,4.06,0
WW,20-08-2012,21,4.06,0
WW,20-09-2011,14.6,4.06,0
WW,21-05-1996,13.5,4.06,0
WW,21-08-2006,20.1,4.06,0
WW,22-06-2001,20,4.06,0
WW,22-07-2002,22.5,4.06,0
WW,22-07-2013,21,4.06,0
WW,22-08-2011,20.3,4.06,0
WW,23-06-1997,21,4.06,0
WW,23-07-2007,25,4.06,0
WW,23-07-2012,24,4.06,0
WW,23-08-1997,21,4.06,0
WW,23-08-2010,19.6,4.06,0
WW,24-06-2013,19.8,4.06,0
WW,24-08-2009,18.6,4.06,0
WW,25-05-2001,15,4.06,0
WW,25-06-2007,20.4,4.06,0
WW,25-06-2012,19.6,4.06,0
WW,25-07-1997,21,4.06,0
WW,25-07-2006,24.3,4.06,0
WW,25-07-2011,22.6,4.06,0
WW,25-08-2008,19.7,4.06,0
WW,25-09-1999,14.9,4.06,0
WW,26-06-2006,21.1,4.06,0
WW,26-07-2005,21.2,4.06,0
WW,26-07-2010,21.6,4.06,0
WW,26-08-1998,19,4.06,0
WW,26-09-1998,,4.06,0
WW,27-05-2005,12.3,4.06,0
WW,27-05-2013,15.6,4.06,0
WW,27-06-2005,19.8,4.06,0
WW,27-06-2011,20.4,4.06,0
WW,27-07-2004,21.7999992371,4.06,0
WW,27-07-2009,21.5,4.06,0
WW,27-08-2003,18.6,4.06,0
WW,28-05-1997,18,4.06,0
WW,28-05-2007,15.1,4.06,0
WW,28-05-2012,12.1,4.06,0
WW,28-06-1996,21,4.06,0
WW,28-06-2004,19.7000007629,4.06,0
WW,28-06-2010,21,4.06,0
WW,28-07-2008,22.7,4.06,0
WW,28-07-2014,21.2,4.06,0
WW,29-05-2006,14.8,4.06,0
WW,29-06-2009,20.1,4.06,0
WW,29-07-2003,23.2,4.06,0
WW,29-08-2001,19.8,4.06,0
WW,30-05-2011,13.3,4.06,0
WW,30-06-2003,21,4.06,0
WW,30-06-2008,20.5,4.06,0
WW,30-06-2014,18.3,4.06,0
WW,30-08-2000,17,4.06,0
WW,31-05-1999,17,4.06,0
WW,31-05-2004,12.3000001907,4.06,0
WW,31-05-2010,11.6,4.06,0
WW,31-07-1996,19,4.06,0
WW,31-07-2000,25,4.06,0
